id,method,llm,family,complexity,ifs,mcs,mcs_total,mcs_matched,mcs_mismatched,high_ifs_low_mcs,mismatch_properties,mismatch_reasons,first_mismatch
thm_006,D,deepseek-flash,thm_coupled,medium,0.8057971014492753,0.2,10,2,8,False,material_model:elasticity_tensor;material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""generic"", ""cand_detail"": {""material"": ""elasticity_tensor"", ""material_type"": ""ComputeElasticityTensor"", ""role"": ""elasticity_tensor""}, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""value_mismatch"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_007,D,deepseek-flash,thm_coupled,complex,0.7403651115618661,0.3,10,3,7,False,material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;value_mismatch,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thm_008,D,deepseek-flash,thm_coupled,complex,0.344311377245509,0.0,10,0,10,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_010,D,deepseek-flash,thm_coupled,complex,0.645224171539961,0.0,10,0,10,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_001,D,deepseek-flash,thm_coupled,simple,0.4444444444444444,0.375,8,3,5,False,material_model:elasticity_tensor;material:phase;material:porosity;material:permeability;material:youngs_modulus,value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;value_mismatch,"{""cand"": ""generic"", ""cand_detail"": {""material"": ""elasticity_tensor"", ""material_type"": ""ComputeElasticityTensor"", ""role"": ""elasticity_tensor""}, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""value_mismatch"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_009,D,deepseek-flash,thm_coupled,complex,0.5950704225352113,0.0,10,0,10,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_002,D,deepseek-flash,thm_coupled,simple,0.1777777777777778,0.0,8,0,8,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_003,D,deepseek-flash,thm_coupled,simple,0.0,0.0,8,0,8,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_004,D,deepseek-flash,thm_coupled,medium,0.18181818181818177,0.0,8,0,8,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_005,D,deepseek-flash,thm_coupled,medium,0.34398034398034405,0.4,10,4,6,False,material:phase;material:porosity;material:permeability;material:density;material:specific_heat_capacity;material:youngs_modulus,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;value_mismatch,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thm_new_006,D,deepseek-flash,thm_coupled,medium,0.37735849056603776,0.125,8,1,7,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;value_mismatch;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_007,D,deepseek-flash,thm_coupled,complex,0.8415300546448088,0.5,8,4,4,False,material:phase;material:porosity;material:permeability;material:youngs_modulus,missing_in_candidate;value_mismatch;missing_in_candidate;value_mismatch,"{""cand"": null, ""property"": ""material:phase"", ""reason"": ""missing_in_candidate"", ""ref"": 0.0, ""ref_detail"": {""material"": ""simple_fluid_mat"", ""material_type"": ""PorousFlowSingleComponentFluid"", ""property"": ""phase""}}"
thm_new_009,D,deepseek-flash,thm_coupled,complex,0.8323699421965318,0.0,8,0,8,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_008,D,deepseek-flash,thm_coupled,complex,0.6430020283975659,0.3,10,3,7,False,material_model:elasticity_tensor;material:phase;material:porosity;material:permeability;material:specific_heat_capacity;material:youngs_modulus;material:poissons_ratio,value_mismatch;missing_in_candidate;value_mismatch;value_mismatch;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": ""generic"", ""cand_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeElasticityTensor"", ""role"": ""elasticity_tensor""}, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""value_mismatch"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
thm_new_010,D,deepseek-flash,thm_coupled,medium,0.0,0.0,8,0,8,False,material_model:elasticity_tensor;material_model:strain_model;material_model:stress_model;material:phase;material:porosity;material:permeability;material:youngs_modulus;material:poissons_ratio,missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate;missing_in_candidate,"{""cand"": null, ""property"": ""material_model:elasticity_tensor"", ""reason"": ""missing_in_candidate"", ""ref"": ""isotropic"", ""ref_detail"": {""material"": ""elasticity"", ""material_type"": ""ComputeIsotropicElasticityTensor"", ""role"": ""elasticity_tensor""}}"
